Client,SP Customer Number,Contract Number,Material Code,PCKG,Contract Start Date,Contract End Date,$ ACV,% ACV Subject to Royalty,$ Calc Royalty Base,$ Max Royalty Base,$ Actual Royalty Base,Ending Within 1 Month,Ending Within 2 Months,Ending Within 3 Months,Billed This Quarter,Is First Billing,Late New,Late Renewal,SP AM Rep Name,SP OWM AM Rep Name,SP CSM Rep Name
"INSPERITY SERVICES, LP",1003850363.0,260208332.0,42638814,pa,10/28/2022,10/27/2023,25000.0,0.14,3500.0000000000005,8000.0,3500.0000000000005,,,,False,,False,False,"CALLAWAY, JUDITH",UNASSIGNED REP,"GARCIA, ERICK"
INTL FLAVORS AND FRAGRANCES,1004105176.0,260941559.0,42638814,pa,01/01/2023,12/31/2023,260000.0,0.14,36400.0,8000.0,8000.0,,,,False,,False,False,"MASSIE, TYLER",UNASSIGNED REP,"CLEESATTEL, PAUL"
IQVIA INC,1004253755.0,260348324.0,43060270,pa,12/01/2022,11/30/2023,391380.0,0.26,101758.8,30000.0,30000.0,,,,False,,False,False,"CASALE, DAVID","CASALE, DAVID","BOOTH, EVONNE"
"IRIDIUM SATELLITE, LLC",1004437273.0,135004982.0,42638814,pa,01/01/2023,12/31/2023,68900.0,0.14,9646.000000000002,8000.0,8000.0,,,,False,,False,False,"MATHEWS, KAITLIN",UNASSIGNED REP,"ESCALANTE, ANTONIO"
IROBOT CORPORATION,1003854846.0,136033201.0,42638813,pa,09/01/2023,08/31/2024,101719.28,0.1,10171.928,8000.0,8000.0,,,,False,,False,False,"CASALE, DAVID",UNASSIGNED REP,"ESPERICUETA, STEPHANIE"
ITOCHU INTERNATIONAL INC.,1003849755.0,133107670.0,42638814,pa,04/01/2023,03/31/2024,124384.0,0.14,17413.760000000002,8000.0,8000.0,,,,False,,False,False,"MASSIE, TYLER",UNASSIGNED REP,"CLEESATTEL, PAUL"
JAS WORLDWIDE MGMT INC,1005536715.0,133601861.0,42638816,pa,02/01/2023,01/31/2024,42911.44,0.14,6007.601600000001,8000.0,6007.601600000001,,,,False,,False,False,"ALARCON, BROOKE",UNASSIGNED REP,"PERALTA, IOSIMAR"
KEYSIGHT TECHNOLOGIES,1004695445.0,133509926.0,42638813,pa,11/01/2022,10/31/2023,76500.0,0.1,7650.0,8000.0,7650.0,,,,False,,False,False,"ANDREWS, JAY",UNASSIGNED REP,"OTT, EVA"
KEYSTONE AUTOMOTIVE INDUSTRIES INC,1003852260.0,260458476.0,43060270,pa,12/01/2022,11/30/2023,165041.0,0.26,42910.66,30000.0,30000.0,,,,False,,False,False,"GRODECKY, PETE","GRODECKY, PETE","MULLIN, WENDY"
KIRBY CORP,1005316477.0,260509788.0,42638814,pa,01/01/2023,12/31/2023,35492.91,0.14,4969.007400000001,8000.0,4969.007400000001,,,,False,,False,False,"NUNAMAKER, KEN",UNASSIGNED REP,"CHAVARRIA, SILCA"
KLA CORPORATION,1003950553.0,260972605.0,43068051,pa,07/01/2023,06/29/2024,240000.0,0.26,62400.0,30000.0,30000.0,,,,False,,False,False,"BRYANT, JO","BRYANT, JO","WHITAKER, CATHY"
KONICA MINOLTA BUSINESS SOLUTIONS,1003849811.0,132230549.0,42638814,pa,04/01/2023,03/30/2024,65415.17,0.14,9158.123800000001,8000.0,8000.0,,,,False,,False,False,"MCCULLOUGH, TOM",UNASSIGNED REP,"CLEESATTEL, PAUL"
L.B. FOSTER COMPANY,1003850561.0,137001711.0,42638816,pa,08/11/2023,08/10/2024,22360.0,0.14,3130.4,8000.0,3130.4,,,,False,,False,False,"PULEO, FRANK",UNASSIGNED REP,"BERNAL, ESTEFANIA"
LABORIE MED TECHNOLOGIES CORP,1005645918.0,135402925.0,42638816,pa,09/29/2023,09/28/2024,31269.06,0.14,4377.6684000000005,8000.0,4377.6684000000005,,,,False,,False,False,"BARTHOLOMAY, MIKE",UNASSIGNED REP,"MARTINEZ, MARIA"
LAM RESEARCH CORPORATION,1004998660.0,260792387.0,43068051,pa,05/01/2023,04/30/2024,198393.0,0.26,51582.18,30000.0,30000.0,,,,False,,False,False,"BREUCKMAN, BARRETT","BREUCKMAN, BARRETT","OTT, EVA"
LINCOLN ELECTRIC COMPANY,1003851592.0,135324674.0,42638813,pa,08/29/2023,08/28/2024,81671.4,0.1,8167.139999999999,8000.0,8000.0,,,,False,,False,False,"MATHEWS, KAITLIN",UNASSIGNED REP,"GONDEK, ERIC"
LINDSAY CORPORATION,1004340720.0,260461048.0,42638816,pa,11/28/2022,11/27/2023,46388.16,0.14,6494.342400000001,8000.0,6494.342400000001,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"ALVARADO PITALUA, MARTHA"
LIONBRIDGE TECHNOLOGIES LLC,1004033988.0,131947375.0,42638816,pa,01/01/2023,12/31/2023,49538.48,0.14,6935.387200000001,8000.0,6935.387200000001,,,,False,,False,False,"FOGARTY, BOB",UNASSIGNED REP,"BIANCO, NICHOLAS"
LUKKA INC,1005764426.0,260192789.0,42638816,pa,10/28/2022,10/27/2023,17580.0,0.14,2461.2000000000003,8000.0,2461.2000000000003,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"MARTINEZ, MARIA"
LUXOTTICA OF AMERICA INC,1003850496.0,261147983.0,42638814,pa,11/25/2022,11/24/2023,35633.52,0.14,4988.6928,8000.0,4988.6928,,,,False,,False,False,"ADAMS, TYLER",UNASSIGNED REP,"KOLITSOV, MARTIN"
LVMH MOET HENNESSY LOUIS VUITTON,1003849382.0,260533963.0,43060271,pa,12/13/2022,11/30/2023,178800.0,0.26,46488.0,30000.0,30000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"BIANCO, NICHOLAS"
MACQUARIE GLOBAL SERVICES (USA) LLC,1003851055.0,134632358.0,42638815,pa,04/01/2023,03/31/2024,226581.0,0.24,54379.439999999995,30000.0,30000.0,,,,False,,False,False,"MASSIE, TYLER",UNASSIGNED REP,"CLEESATTEL, PAUL"
MACQUARIE GLOBAL SERVICES (USA) LLC,1003851055.0,260693074.0,43060271,pa,04/01/2023,03/31/2024,259877.11,0.26,67568.0486,30000.0,30000.0,,,,False,,False,False,"MASSIE, TYLER","MASSIE, TYLER","CLEESATTEL, PAUL"
"MAHLE INDUSTRIES, INC",1005021504.0,135646365.0,42638814,pa,01/01/2023,12/31/2023,54749.39,0.14,7664.914600000001,8000.0,7664.914600000001,,,,False,,False,False,"REILLY, NICHOLAS",UNASSIGNED REP,"ROJAS, PAOLA"
MARLETTE FUNDING LLC,1005603215.0,134775818.0,42638816,pa,05/27/2023,05/26/2024,28446.08,0.14,3982.4512000000004,8000.0,3982.4512000000004,,,,False,,False,False,"PIZZUTI, ANTHONY",UNASSIGNED REP,"PATEL-SHAH, NIRALI"
MARRIOTT VACATIONS WORLDWIDE CORP,1005410467.0,260248021.0,42638815,pa,12/18/2022,12/17/2023,84400.0,0.24,20256.0,30000.0,20256.0,,,,False,,False,False,"JACKSON, STEPHEN",UNASSIGNED REP,"STEPHAN, CRAIG"
MARS INFORMATION SERVICES INC,1003999848.0,260471562.0,43060270,pa,12/02/2022,11/30/2023,1046933.34,0.26,272202.6684,30000.0,30000.0,,,,False,,False,False,"MASSIE, TYLER","MASSIE, TYLER","BOOTH, EVONNE"
MARTIN MARIETTA,1003851505.0,260278236.0,43060270,pa,01/01/2023,12/31/2023,191443.2,0.26,49775.232,30000.0,30000.0,,,,False,,False,False,"CALLAWAY, JUDITH","CALLAWAY, JUDITH","HOLMAN, CRYSTAL"
MARUBENI AMERICA CORPORATION,1003849451.0,260489467.0,43060271,pa,12/06/2022,11/30/2023,105014.49,0.26,27303.7674,30000.0,27303.7674,,,,False,,False,False,"ADAMS, TYLER","ADAMS, TYLER","BIANCO, NICHOLAS"
MASCO CORPORATION,1004073194.0,135584069.0,42638814,pa,03/01/2023,02/29/2024,45900.0,0.14,6426.000000000001,8000.0,6426.000000000001,,,,False,,False,False,"REILLY, NICHOLAS",UNASSIGNED REP,"EVELOFF, MONA"
MATCH GROUP LLC,1005493603.0,132976092.0,42638814,pa,06/25/2023,06/24/2024,74219.65,0.14,10390.751,8000.0,8000.0,,,,False,,False,False,"BARGAR, BRADY",UNASSIGNED REP,"EVELOFF, MONA"
MATERION CORPORATION,1003852649.0,135240792.0,42638814,pa,06/01/2023,05/31/2024,35332.8,0.14,4946.592000000001,8000.0,4946.592000000001,,,,False,,False,False,"NOLAND, MIKE",UNASSIGNED REP,"BERNAL, ESTEFANIA"
MAXAR TECHNOLOGIES HOLDINGS INC,1004638714.0,134109120.0,42638814,pa,12/01/2022,11/30/2023,45000.0,0.14,6300.000000000001,8000.0,6300.000000000001,,,,False,,False,False,"MARCUS, JOEL",UNASSIGNED REP,"VERGARA, ANA LILIA"
"MAXIMUS, INC.",1004628837.0,136891627.0,42638814,pa,09/01/2023,08/31/2024,57500.0,0.14,8050.000000000001,8000.0,8000.0,,,,False,,False,False,"PULEO, FRANK",UNASSIGNED REP,"HART, JACQUELINE"
"MCDERMOTT INTERNATIONAL, INC.",1003851669.0,260449288.0,43068051,pa,12/01/2022,11/30/2023,318488.0,0.26,82806.88,30000.0,30000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"LELACHEUR, CHERYL"
MCDONALD'S CORPORATION,1003850032.0,132077501.0,42638814,pa,01/01/2023,12/31/2023,249669.19,0.14,34953.6866,8000.0,8000.0,,,,False,,False,False,"GRODECKY, PETE",UNASSIGNED REP,"KARTZ, SARA"
MHS GLOBAL,1005751115.0,260068512.0,42638814,pa,01/01/2023,12/31/2023,37825.0,0.14,5295.500000000001,8000.0,5295.500000000001,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"RUBIO, ALEJANDRO"
"MISTRAS GROUP, INC.",1004712703.0,260360329.0,42638816,pa,11/18/2022,11/17/2023,36820.6,0.14,5154.884,8000.0,5154.884,,,,False,,False,False,"OCONNOR, KORINNE",UNASSIGNED REP,"KOLITSOV, MARTIN"
MITSUI FUDOSAN AMERICA,1005845157.0,261592114.0,42638816,pa,09/20/2023,09/19/2024,76800.0,0.14,10752.000000000002,8000.0,8000.0,,,,False,,False,False,"PINKOS, MATT",UNASSIGNED REP,"MARTINEZ, MARIA"
MORAN TOWING CORP,1005727922.0,136820557.0,42638816,pa,07/01/2023,06/30/2024,29494.5,0.14,4129.2300000000005,8000.0,4129.2300000000005,,,,False,,False,False,"LAWLESS, BOB",UNASSIGNED REP,"MARTINEZ, MARIA"
MYLAN INC,1003851843.0,260174978.0,43068051,pa,12/01/2022,11/30/2023,421862.07,0.26,109684.1382,30000.0,30000.0,,,,False,,False,False,"MASSIE, TYLER","MASSIE, TYLER","MULLIN, WENDY"
"NBCUNIVERSAL MEDIA, LLC",1003852306.0,134689588.0,42638814,pa,06/02/2023,06/01/2024,184000.0,0.14,25760.000000000004,8000.0,8000.0,,,,False,,False,False,"MASSIE, TYLER",UNASSIGNED REP,"CLEESATTEL, PAUL"
NCS MULTISTAGE LLC,1004764517.0,261112542.0,42638816,pa,05/19/2023,05/18/2024,19850.0,0.14,2779.0000000000005,8000.0,2779.0000000000005,,,,False,,False,False,"SCHULMAN, DANIEL",UNASSIGNED REP,"MARTINEZ, MARIA"
NEENAH PAPER INC,1003953810.0,133965187.0,42638814,pa,05/01/2023,04/30/2024,74630.4,0.14,10448.256,8000.0,8000.0,,,,False,,False,False,"BLACKER, ERIC",UNASSIGNED REP,"PERALTA, IOSIMAR"
"NEP BROADCASTING, LLC",1004967749.0,135963979.0,42638816,pa,01/11/2023,01/10/2024,43030.0,0.14,6024.200000000001,8000.0,6024.200000000001,,,,False,,False,False,"MITCHELL, DOUG",UNASSIGNED REP,"MARTINEZ, MARIA"
NEWELL BRANDS,1004924588.0,260615486.0,42638814,pa,12/01/2022,11/30/2023,232324.61,0.14,32525.4454,8000.0,8000.0,,,,False,,False,False,"MATHEWS, KAITLIN",UNASSIGNED REP,"HEMINGWAY, ALYCIA"
NIELSEN CONSUMER LLC,1005672406.0,260767249.0,42638814,pa,01/01/2023,12/31/2023,182580.0,0.14,25561.2,8000.0,8000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"KARTZ, SARA"
NOOM INC,1005439398.0,136750742.0,42638816,pa,06/16/2023,06/15/2024,40040.0,0.14,5605.6,8000.0,5605.6,,,,False,,False,False,"PINKOS, MATT",UNASSIGNED REP,"MARTINEZ, MARIA"
NOVANTA CORP,1005543230.0,133789180.0,42638816,pa,06/01/2023,05/31/2024,64896.0,0.14,9085.44,8000.0,8000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"ESPERICUETA, STEPHANIE"
"OLD DOMINION FREIGHT LINE, INC",1003852678.0,132109746.0,42638814,pa,01/01/2023,12/31/2023,23622.14,0.14,3307.0996,8000.0,3307.0996,,,,False,,False,False,"BLACKER, ERIC",UNASSIGNED REP,"PERALTA, IOSIMAR"
ORGANON LLC,1005676458.0,136416587.0,42638814,pa,05/30/2023,05/29/2024,297440.0,0.14,41641.600000000006,8000.0,8000.0,,,,False,,False,False,"MASSIE, TYLER",UNASSIGNED REP,"CLEESATTEL, PAUL"
ORION ENGINEERED CARBONS LLC,1005855409.0,261817704.0,42638816,pa,09/22/2023,09/21/2024,70646.75,0.14,9890.545,8000.0,8000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
"ORION GROUP HOLDINGS, INC.",1005322396.0,136710162.0,42638816,pa,07/01/2023,06/30/2024,40068.0,0.14,5609.52,8000.0,5609.52,,,,False,,False,False,"ANDREWS, JAY",UNASSIGNED REP,"GARCIA, ERICK"
OUTBRAIN INC,1005666124.0,135777329.0,42638814,pa,12/01/2022,11/30/2023,63024.0,0.14,8823.36,8000.0,8000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"GARCIA, ERICK"
"OWENS & MINOR MEDICAL, INC",1004316830.0,132089945.0,42638814,pa,12/30/2022,12/29/2023,80714.0,0.14,11299.960000000001,8000.0,8000.0,,,,False,,False,False,"CALLAWAY, JUDITH",UNASSIGNED REP,"HOLMAN, CRYSTAL"
"OZARK SERVICES, INC.",1003972759.0,134233252.0,42638814,pa,02/03/2023,02/02/2024,56784.0,0.14,7949.760000000001,8000.0,7949.760000000001,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"ARROYO, JESSICA"
"OZARK SERVICES, INC.",1003972759.0,260885112.0,42638814,pa,02/03/2023,02/02/2024,59514.0,0.14,8331.960000000001,8000.0,8000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"ARROYO, JESSICA"
PARKER HANNIFIN CORP,1005412624.0,261310048.0,43060270,pa,06/30/2023,11/30/2023,273952.0,0.26,71227.52,30000.0,30000.0,,,,False,,False,False,"NOLAND, MIKE","NOLAND, MIKE","MULLIN, WENDY"
"PEARSON EDUCATION, INC",1003851234.0,132071562.0,42638814,pa,05/01/2023,04/30/2024,99463.85,0.14,13924.939000000002,8000.0,8000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"DEWITT, DEBORAH"
PEKIN INSURANCE COMPANY,1003996778.0,134013488.0,42638814,pa,12/18/2022,12/17/2023,34611.2,0.14,4845.568,8000.0,4845.568,,,,False,,False,False,"CADLE, PATRICK",UNASSIGNED REP,"RUBIO, ALEJANDRO"
"PON NORTH AMERICA, INC.",1003852512.0,136420590.0,42638814,pa,10/09/2022,10/08/2023,30000.0,0.14,4200.0,8000.0,4200.0,,,,False,,False,False,"NUNAMAKER, KEN",UNASSIGNED REP,"GARCIA, ERICK"
PPL SERVICES CORPORATION,1003850730.0,260246451.0,43060271,pa,12/01/2022,11/30/2023,193955.53,0.26,50428.4378,30000.0,30000.0,,,,False,,False,False,"MCCULLOUGH, TOM","MCCULLOUGH, TOM","KOLITSOV, MARTIN"
PRECISION MED GRP,1005615778.0,135400610.0,42638816,pa,08/18/2023,08/17/2024,44172.54,0.14,6184.155600000001,8000.0,6184.155600000001,,,,False,,False,False,"PIZZUTI, ANTHONY",UNASSIGNED REP,"MARTINEZ, MARIA"
PRIMORIS SVCS CORP,1005541263.0,133734024.0,42638814,pa,11/18/2022,11/17/2023,44183.36,0.14,6185.670400000001,8000.0,6185.670400000001,,,,False,,False,False,"BOUSSEN, YOUSSEF",UNASSIGNED REP,"ESPERICUETA, STEPHANIE"
QUAKER CHEMICAL CORPORATION,1003852097.0,261168720.0,42638813,pa,05/28/2023,05/26/2024,115730.0,0.1,11573.0,8000.0,8000.0,,,,False,,False,False,"GALLAGHER, PAT",UNASSIGNED REP,"STEPHAN, CRAIG"
RAILWORKS CORPORATION,1004975676.0,133877155.0,42638814,pa,01/01/2023,12/31/2023,60785.92,0.14,8510.0288,8000.0,8000.0,,,,False,,False,False,"MASSIE, TYLER",UNASSIGNED REP,"CLEESATTEL, PAUL"
"RAMBOLL HOLDINGS, INC.",1003850137.0,133697091.0,42638814,pa,10/01/2022,09/30/2023,39104.0,0.14,5474.56,8000.0,5474.56,,,,False,,False,False,"MATHEWS, KAITLIN",UNASSIGNED REP,"ESCALANTE, ANTONIO"
REDDIT INC,1005726585.0,136819414.0,42638816,pa,06/17/2023,06/16/2024,27712.3,0.14,3879.722,8000.0,3879.722,,,,False,,False,False,"FOX, JASON",UNASSIGNED REP,"PATEL-SHAH, NIRALI"
RENT THE RUNWAY,1005713776.0,260045011.0,42638816,pa,09/21/2023,09/20/2024,22610.0,0.14,3165.4,8000.0,3165.4,,,,False,,False,False,"LAWLESS, BOB",UNASSIGNED REP,"MARTINEZ, MARIA"
"REPUBLIC SERVICES, INC",1003852380.0,261147027.0,42638814,pa,01/01/2022,12/31/2023,22030.18,0.14,3084.2252000000003,8000.0,3084.2252000000003,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"VERGARA, ANA LILIA"
"RETAIL FINANCE INT'L HOLDINGS, INC",1004677224.0,260373048.0,43060270,pa,12/01/2022,11/30/2023,426981.36,0.26,111015.1536,30000.0,30000.0,,,,False,,False,False,"ADAMS, TYLER","ADAMS, TYLER","HEMINGWAY, ALYCIA"
REV RENEWABLES,1005705882.0,136309798.0,42638816,pa,04/27/2023,04/26/2024,24377.6,0.14,3412.864,8000.0,3412.864,,,,False,,False,False,"PINKOS, MATT",UNASSIGNED REP,"MARTINEZ, MARIA"
RHEEM MANUFACTURING COMPANY,1003849729.0,260174363.0,43060175,pa,12/01/2022,11/30/2023,87330.38,0.26,22705.898800000003,30000.0,22705.898800000003,,,,False,,False,False,"ALARCON, BROOKE","ALARCON, BROOKE","HOLMAN, CRYSTAL"
RHEEM MANUFACTURING COMPANY,1003849729.0,133601609.0,42638814,pa,03/01/2023,02/29/2024,55169.15,0.14,7723.6810000000005,8000.0,7723.6810000000005,,,,False,,False,False,"ALARCON, BROOKE",UNASSIGNED REP,"HOLMAN, CRYSTAL"
ROKU INC.,1005571915.0,134319695.0,42638814,pa,02/22/2023,02/21/2024,37964.16,0.14,5314.982400000001,8000.0,5314.982400000001,,,,False,,False,False,"BREUCKMAN, BARRETT",UNASSIGNED REP,"OTT, EVA"
S&P GLOBAL INC.,1003850011.0,131968418.0,42638815,pa,12/01/2022,11/30/2023,196144.58,0.24,47074.699199999995,30000.0,30000.0,,,,False,,False,False,"RUSSO, JENNIFER",UNASSIGNED REP,"CLEESATTEL, PAUL"
SAILPOINT TECHNOLOGIES INC,1005701543.0,136325572.0,42638816,pa,04/12/2023,04/11/2024,18283.2,0.14,2559.648,8000.0,2559.648,,,,False,,False,False,"SCHULMAN, DANIEL",UNASSIGNED REP,"PATEL-SHAH, NIRALI"
SALLY HOLDINGS LLC,1004004369.0,260453259.0,42638818,pa,01/01/2023,12/31/2023,66020.86,0.1,6602.086,8000.0,6602.086,,,,False,,False,False,"CALLAWAY, JUDITH",UNASSIGNED REP,"ESPERICUETA, STEPHANIE"
SCHLAGE LOCK COMPANY LLC,1004666844.0,260245392.0,43060270,pa,11/11/2022,11/30/2023,198004.0,0.26,51481.04,30000.0,30000.0,,,,False,,False,False,"ARCIERO, KIMBERLY","ARCIERO, KIMBERLY","EVELOFF, MONA"
SCHOLASTIC CORPORATION,1004128293.0,134655536.0,42638815,pa,04/01/2023,03/31/2024,123735.04,0.24,29696.4096,30000.0,29696.4096,,,,False,,False,False,"GALLAGHER, PAT",UNASSIGNED REP,"CLEESATTEL, PAUL"
"SECURIAN FINANCIAL GROUP, INC.",1004017056.0,135193489.0,42638814,pa,09/01/2023,08/31/2024,128710.4,0.14,18019.456000000002,8000.0,8000.0,,,,False,,False,False,"WICKETT, MARK",UNASSIGNED REP,"GONDEK, ERIC"
SEDGWICK CLAIMS MANAGEMENT SERVICES,1004890660.0,135018310.0,42638814,pa,06/14/2023,06/13/2024,53661.42,0.14,7512.598800000001,8000.0,7512.598800000001,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"EVELOFF, MONA"
"SENSATA TECHNOLOGIES, INC.",1003993827.0,136196262.0,42638814,pa,03/11/2023,03/10/2024,79383.03,0.14,11113.6242,8000.0,8000.0,,,,False,,False,False,"MERRICK, SHAYNE",UNASSIGNED REP,"ESPERICUETA, STEPHANIE"
SHARECARE INC,1005725152.0,136847948.0,42638816,pa,06/30/2023,06/29/2024,28170.45,0.14,3943.8630000000003,8000.0,3943.8630000000003,,,,False,,False,False,"HENRY, GERALD",UNASSIGNED REP,"MARTINEZ, MARIA"
SITEL GROUP,1003853427.0,260265111.0,42638814,pa,12/01/2022,11/30/2023,47244.0,0.14,6614.160000000001,8000.0,6614.160000000001,,,,False,,False,False,"ARCIERO, KIMBERLY",UNASSIGNED REP,"EVELOFF, MONA"
SOLENIS LLC,1004717827.0,134538116.0,42638814,pa,04/23/2023,04/22/2024,93547.58,0.14,13096.661200000002,8000.0,8000.0,,,,False,,False,False,"CHRISTAKIS, ELAINA",UNASSIGNED REP,"HART, JACQUELINE"
SOUTH JERSEY INDUSTRIES,1005518610.0,133348774.0,42638816,pa,08/31/2023,08/30/2024,60840.0,0.14,8517.6,8000.0,8000.0,,,,False,,False,False,"MASSIE, TYLER",UNASSIGNED REP,"ALVARADO PITALUA, MARTHA"
SPIRIT AEROSYSTEMS,1003851893.0,132099045.0,42638814,pa,02/01/2023,01/31/2024,44882.07,0.14,6283.4898,8000.0,6283.4898,,,,False,,False,False,"MARCUS, JOEL",UNASSIGNED REP,"ARROYO, JESSICA"
SPX FLOW INC,1004871744.0,132556199.0,42638814,pa,01/01/2023,12/31/2023,113568.0,0.14,15899.520000000002,8000.0,8000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"HOLMAN, CRYSTAL"
STAFFMARK,1005411847.0,260235153.0,42638816,pa,12/24/2022,12/23/2023,37326.1,0.14,5225.654,8000.0,5225.654,,,,False,,False,False,"ALARCON, BROOKE",UNASSIGNED REP,"BERNAL, ESTEFANIA"
STATE STREET CORPORATION,1003849225.0,260453223.0,42638814,pa,12/01/2022,11/30/2023,107417.58,0.14,15038.461200000002,8000.0,8000.0,,,,False,,False,False,"FOGARTY, BOB",UNASSIGNED REP,"HEMINGWAY, ALYCIA"
"STEFANINI, INC.",1003850796.0,136242079.0,42638816,pa,12/01/2022,11/30/2023,46893.6,0.14,6565.104,8000.0,6565.104,,,,False,,False,False,"DYMKOWSKI, ROBERT",UNASSIGNED REP,"PATEL-SHAH, NIRALI"
"STERLING, INC.",1003851391.0,260140396.0,42638814,pa,10/01/2022,09/30/2023,23500.0,0.14,3290.0000000000005,8000.0,3290.0000000000005,,,,False,,False,False,"PULEO, FRANK",UNASSIGNED REP,"BERNAL, ESTEFANIA"
SUMITOMO CORP,1005411657.0,132079161.0,42638814,pa,04/01/2023,03/30/2024,114649.6,0.14,16050.944000000003,8000.0,8000.0,,,,False,,False,False,"ADAMS, TYLER",UNASSIGNED REP,"BIANCO, NICHOLAS"
SUNCOKE ENERGY INC,1004842273.0,132322028.0,42638814,pa,03/09/2023,03/07/2024,61374.22,0.14,8592.390800000001,8000.0,8000.0,,,,False,,False,False,"GRODECKY, PETE",UNASSIGNED REP,"RUBIO, ALEJANDRO"
SUNCOKE ENERGY INC,1004842273.0,132322028.0,42638814,pa,03/09/2023,03/08/2024,60216.22,0.14,8430.2708,8000.0,8000.0,,,,False,,False,False,"GRODECKY, PETE",UNASSIGNED REP,"RUBIO, ALEJANDRO"
"SUNRISE SENIOR LIVING MANAGEMENT, I",1003851045.0,135249171.0,42638816,pa,08/10/2023,08/09/2024,44882.07,0.14,6283.4898,8000.0,6283.4898,,,,False,,False,False,"NOLAND, MIKE",UNASSIGNED REP,"HART, JACQUELINE"
SUPERIOR ESSEX INC.,1003852045.0,260070050.0,42638814,pa,12/01/2022,11/30/2023,39750.0,0.14,5565.000000000001,8000.0,5565.000000000001,,,,False,,False,False,"ALARCON, BROOKE",UNASSIGNED REP,"STEPHAN, CRAIG"
SUPERIOR GRP COMPANIES INC,1005669909.0,135757858.0,42638816,pa,12/06/2022,12/05/2023,30066.4,0.14,4209.296,8000.0,4209.296,,,,False,,False,False,"CASH, JUSTIN",UNASSIGNED REP,"MARTINEZ, MARIA"
SYLVAMO,1005728746.0,260232717.0,42638814,pa,09/01/2023,08/31/2024,57080.0,0.14,7991.200000000001,8000.0,7991.200000000001,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"ESCALANTE, ANTONIO"
SYSCO CORPORATION,1004884829.0,135322513.0,42638814,pa,08/27/2023,08/26/2024,102752.0,0.14,14385.28,8000.0,8000.0,,,,False,,False,False,"D'ERRICO, ANTHONY",UNASSIGNED REP,"SHEKHA, SAM"
T-MOBILE USA,1003850635.0,260174639.0,43060271,pa,12/01/2022,11/30/2023,143018.0,0.26,37184.68,30000.0,30000.0,,,,False,,False,False,"BRYANT, JO","BRYANT, JO","WHITAKER, CATHY"
T-MOBILE USA,1003850635.0,134013901.0,42638814,pa,12/18/2022,12/17/2023,9220.0,0.14,1290.8000000000002,8000.0,1290.8000000000002,,,,False,,False,False,"BRYANT, JO",UNASSIGNED REP,"WHITAKER, CATHY"
T-MOBILE USA,1003850635.0,134013901.0,42638814,pa,12/18/2022,12/17/2023,370766.0,0.14,51907.240000000005,8000.0,8000.0,,,,False,,False,False,"BRYANT, JO",UNASSIGNED REP,"WHITAKER, CATHY"
TAKEDA PHARMACEUTICALS USA INC,1003850551.0,135301551.0,42638816,pa,08/26/2023,08/25/2024,100588.8,0.14,14082.432000000003,8000.0,8000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"KOLITSOV, MARTIN"
TALCOTT RESOLUTION LIFE INSURANCE,1005251126.0,132406668.0,42638814,pa,04/01/2023,03/31/2024,60549.53,0.14,8476.934200000002,8000.0,8000.0,,,,False,,False,False,"MERRICK, SHAYNE",UNASSIGNED REP,"KOLITSOV, MARTIN"
TEACHERS INSURANCE AND ANNUITY,1003849390.0,260615487.0,42638814,pa,12/29/2022,11/30/2023,151846.52,0.14,21258.5128,8000.0,8000.0,,,,False,,False,False,"BLACKER, ERIC",UNASSIGNED REP,"HOLMAN, CRYSTAL"
"TESLA, INC",1004616572.0,261011980.0,42638814,pa,07/20/2023,07/19/2024,57660.1,0.14,8072.414000000001,8000.0,8000.0,,,,False,,False,False,"BRYANT, JO",UNASSIGNED REP,"OTT, EVA"
"THE GOLDMAN SACHS GROUP, INC.",1004695193.0,260537569.0,42638814,pa,12/14/2022,12/13/2023,53000.0,0.14,7420.000000000001,8000.0,7420.000000000001,,,,False,,False,False,"RUSSO, JENNIFER",UNASSIGNED REP,"CLEESATTEL, PAUL"
