Client,SP Customer Number,Contract Number,Material Code,PCKG,Contract Start Date,Contract End Date,$ ACV,% ACV Subject to Royalty,$ Calc Royalty Base,$ Max Royalty Base,$ Actual Royalty Base,Ending Within 1 Month,Ending Within 2 Months,Ending Within 3 Months,Billed This Quarter,Is First Billing,Late New,Late Renewal
WESTINGHOUSE ELECTRIC COMPANY,1003851967,132874032,42638814,pa,10/21/2022,10/20/2023,42540.41,0.14,5955.6574,8000,5955.6574,,,,TRUE,FALSE,,
WEX INC.,1004671500,260468403,42638815,pa,12/1/2022,11/30/2023,183040,0.24,43929.6,30000,30000,,,,TRUE,FALSE,,
WORLD FUEL SERVICES CORPORATION,1003958366,134627822,42638814,pa,5/14/2022,5/13/2023,45864,0.14,6420.96,8000,6420.96,,,,FALSE,,,
WSP USA INC,1004766145,133690026,42638814,pa,2/1/2022,1/31/2023,89700,0.14,12558,8000,8000,,,,FALSE,,,
"ABIOMED, INC.",1004661656,133965102,41885282,beps,4/1/2022,3/31/2023,32736.79,1,32736.79,N/A,32736.79,,,,FALSE,,,
"ADVANCED MICRO DEVICES, INC.",1003853537,133373672,42055152,beps,8/15/2022,8/14/2023,25736.89,1,25736.89,N/A,25736.89,,,,FALSE,,,
AKAMAI TECHNOLOGIES INC,1003854293,134662533,42140398,beps,5/24/2022,5/23/2023,15600,1,15600,N/A,15600,,,,FALSE,,,
ANTALIS RESSOURCES & SERVICES S.A.S,1003852714,136829457,41922570,beps,6/14/2022,6/13/2023,25671.36,1,25671.36,N/A,25671.36,,,,FALSE,,,
ASPEN INSURANCE UK LIMITED,1003874661,136856367,42575370,beps,7/13/2022,7/12/2023,10908.39,1,10908.39,N/A,10908.39,,,,FALSE,,,
"ATS AUTOMATION TOOLING SYSTEMS,",1003853512,260596242,42148880,beps,12/16/2022,12/15/2023,5000,1,5000,N/A,5000,TRUE,,,TRUE,TRUE,,
"BENTLEY SYSTEMS, INCORPORATED",1003853515,260531185,42055152,beps,12/1/2022,11/30/2023,18000,1,18000,N/A,18000,,,,TRUE,TRUE,,
BLUE YONDER INC,1003992928,136701205,41885282,beps,5/2/2022,5/1/2023,14930.77,1,14930.77,N/A,14930.77,,,,FALSE,,,
BROWN-FORMAN CORPORATION,1004707127,134734308,41885282,beps,8/1/2022,7/31/2023,34163.42,1,34163.42,N/A,34163.42,,,,FALSE,,,
BRUKER CORPORATION,1004331924,135889736,41885282,beps,9/25/2022,9/24/2023,17846.4,1,17846.4,N/A,17846.4,,,,FALSE,,,
CABOT MICRO ELECTRONICS CORP,1003851003,134009326,42055152,beps,12/17/2022,12/16/2023,19468.8,1,19468.8,N/A,19468.8,TRUE,,,TRUE,FALSE,,
CALLAWAY GOLF COMPANY,1003850085,260590489,42055152,beps,12/22/2022,12/21/2023,30416.76,1,30416.76,N/A,30416.76,TRUE,,,TRUE,FALSE,,
CANPACK SA,1005394629,131661715,41922570,beps,10/10/2022,10/9/2023,9444.55,1,9444.55,N/A,9444.55,,,,TRUE,FALSE,,
CARNIVAL CORPORATION,1003850467,127265146,41885282,beps,4/7/2022,4/6/2023,27986.4,1,27986.4,N/A,27986.4,,,,FALSE,,,
CENOVUS ENERGY INC.,1003869635,133054046,41885282,beps,6/21/2022,6/20/2023,32849.62,1,32849.62,N/A,32849.62,,,,FALSE,,,
CF INDUSTRIES INC,1004034968,131627426,42055152,beps,8/17/2022,8/16/2023,34162.96,1,34162.96,N/A,34162.96,,,,FALSE,,,
"COACH, INC.",1003851226,133415184,41885282,beps,12/1/2022,11/30/2023,25366.03,1,25366.03,N/A,25366.03,,,,TRUE,FALSE,,
COGNIZANT TECHNOLOGY SOLUTIONS,1003851501,126094242,41885282,beps,9/2/2022,9/1/2023,40996.33,1,40996.33,N/A,40996.33,,,,FALSE,,,
"COINSTAR, LLC",1005027911,128164617,42055152,beps,9/5/2022,9/4/2023,37123.09,1,37123.09,N/A,37123.09,,,,FALSE,,,
CONOCOPHILLIPS COMPANY,1004846104,135452017,42055152,beps,4/1/2022,3/31/2023,35000,1,35000,N/A,35000,,,,FALSE,,,
CORTEVA AGRISCIENCE LLC,1004976002,260602295,41885282,beps,12/1/2022,11/30/2023,28628.59,1,28628.59,N/A,28628.59,,,,TRUE,FALSE,,
"COX ENTERPRISES, INC.",1003851433,133247698,41885282,beps,8/16/2022,8/15/2023,32238.72,1,32238.72,N/A,32238.72,,,,FALSE,,,
"CREDIT SUISSE AG, SINGAPORE BRANCH",1005518413,134500193,42575370,beps,3/18/2022,3/17/2023,4166.67,1,4166.67,N/A,4166.67,,,,FALSE,,,
CREDIT SUISSE INTERNATIONAL,1005418321,134501436,42575370,beps,1/28/2022,1/27/2023,4166.67,1,4166.67,N/A,4166.67,,,,FALSE,,,
CREDIT SUISSE SERVICES (USA) LLC,1005522495,135619437,42575370,beps,3/18/2022,3/17/2023,4166.67,1,4166.67,N/A,4166.67,,,,FALSE,,,
DIAGEO GREAT BRITAIN LTD,1005556433,135963445,41922570,beps,1/11/2022,1/10/2023,17617.32,1,17617.32,N/A,17617.32,,,,FALSE,,,
DIAGEO PLC,1005544767,134371133,41922570,beps,3/12/2022,3/11/2023,17645.87,1,17645.87,N/A,17645.87,,,,FALSE,,,
"DRISCOLL?S, INC.",1005012348,137034035,42055152,beps,7/3/2022,7/2/2023,24297.53,1,24297.53,N/A,24297.53,,,,FALSE,,,
"DUPONT SPECIALTY PRODUCTS USA, LLC",1004976003,260620680,41885282,beps,12/1/2022,11/30/2023,18000,1,18000,N/A,18000,,,,TRUE,FALSE,,
ECOM AGROTRADE LIMITED,1004770523,128883943,41922570,beps,3/19/2022,3/18/2023,18384.56,1,18384.56,N/A,18384.56,,,,FALSE,,,
EY GLOBAL SERVICES LTD.,1004121326,133655402,41885282,beps,11/1/2022,10/31/2023,257293,1,257293,N/A,257293,,,,TRUE,FALSE,,
"FATCO HOLDINGS, LLC",1003850026,260048314,42148880,beps,4/25/2022,4/24/2023,6681.96,1,6681.96,N/A,6681.96,,,,FALSE,,,
FEDEX CORPORATION,1004912638,135865318,42055152,beps,1/15/2022,1/14/2023,60247.72,1,60247.72,N/A,60247.72,,,,FALSE,,,
G4S CORPORATE SERVICES LTD,1004009953,129485573,41922570,beps,7/25/2022,7/24/2023,20967.96,1,20967.96,N/A,20967.96,,,,FALSE,,,
GRIFFITH FOODS,1005243848,134631736,42055152,beps,7/3/2022,7/2/2023,17547.88,1,17547.88,N/A,17547.88,,,,FALSE,,,
"GUESS?, INC.",1003849490,136909872,41885282,beps,7/28/2022,1/31/2023,19797.83,1,19797.83,N/A,19797.83,,,,FALSE,,,
HALMA PLC,1004010215,130934241,41922570,beps,2/27/2022,2/26/2023,7931.05,1,7931.05,N/A,7931.05,,,,FALSE,,,
HELI-ONE CANADA ULC,1005195693,134538156,42149481,beps,4/9/2022,4/8/2023,2704,1,2704,N/A,2704,,,,FALSE,,,
HELI-ONE CANADA ULC,1005195693,134538157,42055152,beps,4/9/2022,4/8/2023,21632,1,21632,N/A,21632,,,,FALSE,,,
HERBALIFE INTERNATL OF AMERICA,1003851013,135802493,41885282,beps,10/10/2022,10/9/2023,34295.07,1,34295.07,N/A,34295.07,,,,TRUE,FALSE,,
HYATT CORPORATION,1003849174,135951173,41885282,beps,12/15/2022,12/14/2023,36499.59,1,36499.59,N/A,36499.59,TRUE,,,TRUE,FALSE,,
"ICF CONSULTING GROUP, INC.",1003957661,133585598,41885282,beps,10/1/2022,9/30/2023,34163.62,1,34163.62,N/A,34163.62,,,,TRUE,FALSE,,
INCYTE CORPORATION,1004996660,135261630,42055152,beps,9/18/2022,9/17/2023,27983.01,1,27983.01,N/A,27983.01,,,,FALSE,,,
"INTERCONTINENTALEXCHANGE, INC.",1003851649,260491471,41885282,beps,12/1/2022,11/30/2023,37116.29,1,37116.29,N/A,37116.29,,,,TRUE,FALSE,,
IWG PLC,1005030619,128258758,41922570,beps,10/10/2022,10/9/2023,23018.32,1,23018.32,N/A,23018.32,,,,TRUE,FALSE,,
J.R. SIMPLOT COMPANY,1003849337,260654588,41885282,beps,12/16/2022,12/15/2023,32516.36,1,32516.36,N/A,32516.36,TRUE,,,TRUE,FALSE,,
"JOHN WILEY AND SONS, INC.",1004245370,127252131,41885282,beps,4/30/2022,4/29/2023,44452.29,1,44452.29,N/A,44452.29,,,,FALSE,,,
"JOHNSON CONTROLS, INC.",1003846250,126865694,41885282,beps,3/1/2022,2/28/2023,57314.18,1,57314.18,N/A,57314.18,,,,FALSE,,,
LIONS GATE ENTERTAINMENT INC.,1003853985,133964088,41885282,beps,11/2/2022,11/1/2023,52510.74,1,52510.74,N/A,52510.74,,,,TRUE,FALSE,,
LYONDELLBASELL INDUSTRIES HOLDINGS,1004775594,133492902,41922570,beps,10/12/2022,10/11/2023,23329.47,1,23329.47,N/A,23329.47,,,,TRUE,FALSE,,
MAGIC LEAP INC,1004903254,133228868,42055152,beps,3/13/2022,3/12/2023,10000,1,10000,N/A,10000,,,,FALSE,,,
"MARSH & MCLENNAN COMPANIES, INC.",1003851891,260547736,42055152,beps,11/18/2022,11/17/2023,29380,1,29380,N/A,29380,,,,TRUE,TRUE,,
"METTLER-TOLEDO INTERNATIONAL, INC.",1003850783,133619334,41885282,beps,11/5/2022,11/4/2023,36061.58,1,36061.58,N/A,36061.58,,,,TRUE,FALSE,,
MICROSOFT CORPORATION,1004928412,135988154,41885282,beps,1/1/2022,12/31/2022,22048,1,22048,N/A,22048,,,,FALSE,,,
NEWELL BRANDS,1004924588,135942089,42055152,beps,1/31/2022,1/30/2023,39660.9,1,39660.9,N/A,39660.9,,,,FALSE,,,
NEWMARKET SERVICES CORPORATION,1003850773,133509226,41885282,beps,11/26/2022,11/25/2023,25306.38,1,25306.38,N/A,25306.38,,,,TRUE,FALSE,,
NRG ENERGY INC,1003849601,133081841,41885282,beps,7/22/2022,7/21/2023,23140,1,23140,N/A,23140,,,,FALSE,,,
NXP SEMICONDUCTORS NETHERLANDS B.V,1004331180,130130695,42575370,beps,12/12/2022,12/11/2023,12238.28,1,12238.28,N/A,12238.28,TRUE,,,TRUE,FALSE,,
OSHKOSH CORPORATION,1003874748,135493602,42055152,beps,10/3/2022,10/2/2023,25093.46,1,25093.46,N/A,25093.46,,,,TRUE,FALSE,,
"PHARMACEUTICAL PRODUCT DEVELOPMENT,",1003852555,136026368,42055152,beps,1/27/2022,1/26/2023,40495.52,1,40495.52,N/A,40495.52,,,,FALSE,,,
PTC INC.,1004244958,136271052,41885282,beps,4/1/2022,3/31/2023,17547.88,1,17547.88,N/A,17547.88,,,,FALSE,,,
"ROPER TECHNOLOGIES, INC.",1004244446,135277545,42055152,beps,8/19/2022,8/18/2023,37866.4,1,37866.4,N/A,37866.4,,,,FALSE,,,
SHELL INTERNATIONAL B.V.,1004901779,134288326,41922570,beps,1/1/2022,12/31/2022,3442.1,1,3442.1,N/A,3442.1,,,,FALSE,,,
STARBUCKS COFFEE COMPANY,1003850495,128413029,42055152,beps,10/5/2022,10/4/2023,20030.4,1,20030.4,N/A,20030.4,,,,TRUE,FALSE,,
TARGET CORPORATION,1003849732,133028746,42055152,beps,7/10/2022,7/9/2023,17109.19,1,17109.19,N/A,17109.19,,,,FALSE,,,
TE CONNECTIVITY CORPORATION,1003853884,133975553,41885282,beps,2/2/2022,2/1/2023,42013.67,1,42013.67,N/A,42013.67,,,,FALSE,,,
TELEDYNE TECHNOLOGIES INCORPORATED,1004871505,136033591,41885282,beps,10/3/2022,10/2/2023,35477.6,1,35477.6,N/A,35477.6,,,,TRUE,FALSE,,
THE BOLER COMPANY,1003850531,133090581,41885282,beps,5/10/2022,5/9/2023,32849.63,1,32849.63,N/A,32849.63,,,,FALSE,,,
THE WONDERFUL COMPANY LLC,1003853921,132692133,42055152,beps,12/1/2022,11/30/2023,33461.33,1,33461.33,N/A,33461.33,,,,TRUE,FALSE,,
THE WONDERFUL COMPANY LLC,1003853921,132692132,42148880,beps,12/1/2022,11/30/2023,2298.17,1,2298.17,N/A,2298.17,,,,TRUE,FALSE,,
THERMO FISHER SCIENTIFIC,1003851907,135504452,41885282,beps,10/11/2022,10/10/2023,20800,1,20800,N/A,20800,,,,TRUE,FALSE,,
TIFFANY AND COMPANY,1003849193,135787631,41885282,beps,6/1/2022,5/31/2023,15000,1,15000,N/A,15000,,,,FALSE,,,
TITAN CEMENT COMPANY S.A.,1005196384,260575411,41922570,beps,12/29/2022,12/28/2023,8555.29,1,8555.29,N/A,8555.29,TRUE,,,TRUE,FALSE,,
TRONOX LLC,1004122837,134564425,42055152,beps,5/22/2022,5/21/2023,34066.28,1,34066.28,N/A,34066.28,,,,FALSE,,,
TUPPERWARE BRANDS CORPORATION,1003850959,133420364,41885282,beps,4/4/2022,4/3/2023,31024.65,1,31024.65,N/A,31024.65,,,,FALSE,,,
"UNITED AIRLINES, INC.",1003851359,260540906,41885282,beps,12/15/2022,11/30/2023,30764.29,1,30764.29,N/A,30764.29,,,,TRUE,TRUE,,
UNITY TECHNOLOGIES,1005665746,136644109,42055152,beps,6/1/2022,5/31/2023,20000,1,20000,N/A,20000,,,,FALSE,,,
"VARIAN MEDICAL SYSTEMS, INC.",1003853232,136443197,41885282,beps,5/13/2022,5/12/2023,17820,1,17820,N/A,17820,,,,FALSE,,,
VEBEGO INTERNATIONAL BV,1005039149,128439840,41922570,beps,11/20/2022,11/19/2023,10575.87,1,10575.87,N/A,10575.87,,,,TRUE,FALSE,,
VERINT SYSTEMS INC.,1003851668,132185058,41885282,beps,6/1/2022,5/31/2023,22304.43,1,22304.43,N/A,22304.43,,,,FALSE,,,
"VERISK ANALYTICS, INC.",1004974791,126902909,41885282,beps,1/31/2022,1/30/2023,33457.95,1,33457.95,N/A,33457.95,,,,FALSE,,,
VERITAS TECHNOLOGIES LLC,1004888324,135064643,41885282,beps,7/24/2022,7/23/2023,20840,1,20840,N/A,20840,,,,FALSE,,,
"VIASAT, INC.",1003850420,134374727,42055152,beps,3/15/2022,3/14/2023,20280,1,20280,N/A,20280,,,,FALSE,,,
WESTROCK SHARED SERVICES LLC,1003849633,132848282,41885282,beps,1/1/2022,12/31/2022,26625,1,26625,N/A,26625,,,,FALSE,,,
"AIG TECHNOLOGIES, INC",1005454311,132877439,42750160,dac6,6/2/2022,6/1/2023,32448,1,32448,N/A,32448,,,,FALSE,,,
CANPACK SA,1005542424,133778448,42749974,dac6,11/20/2022,11/19/2023,18232.43,1,18232.43,N/A,18232.43,,,,TRUE,FALSE,,
ELEKTA AB,1005455542,135706015,42749974,dac6,11/3/2022,11/2/2023,16735.04,1,16735.04,N/A,16735.04,,,,TRUE,FALSE,,
ELI LILLY AND COMPANY,1003849205,133026626,42750160,dac6,7/8/2022,7/7/2023,29203.2,1,29203.2,N/A,29203.2,,,,FALSE,,,
ENSCO INTERNATIONAL INCORPORATED,1003849597,132928815,42750160,dac6,6/16/2022,6/15/2023,2700,1,2700,N/A,2700,,,,FALSE,,,
ISS GROUP HOLDINGS LTD,1005526662,135654168,42749974,dac6,9/30/2022,9/29/2023,17434.96,1,17434.96,N/A,17434.96,,,,FALSE,,,
MUFG SECURITIES EMEA PLC,1005492549,136873802,42749974,dac6,5/1/2022,4/30/2023,18258.57,1,18258.57,N/A,18258.57,,,,FALSE,,,
NBCUNIVERSAL INTERNATIONAL LIMITED,1004070080,135887103,42749974,dac6,11/2/2022,11/1/2023,14943.47,1,14943.47,N/A,14943.47,,,,TRUE,FALSE,,
PEARL GROUP SERVICES LTD,1004010014,134122894,42749974,dac6,1/25/2022,1/24/2023,17056.98,1,17056.98,N/A,17056.98,,,,FALSE,,,
PITNEY BOWES LTD,1005450696,260054414,42749974,dac6,5/20/2022,5/19/2023,22339.2,1,22339.2,N/A,22339.2,,,,FALSE,,,
RELX GROUP PLC,1004010029,133222600,42749974,dac6,8/17/2022,8/16/2023,9799.38,1,9799.38,N/A,9799.38,,,,FALSE,,,
RHI MAGNESITA TRADING BV,1005531781,135656533,42749974,dac6,10/16/2022,10/15/2023,9700.5,1,9700.5,N/A,9700.5,,,,TRUE,FALSE,,
RSM NETHERLANDS BELASTINGADVISEURS,1005447243,132608321,42749974,dac6,5/1/2022,4/30/2023,22068.91,1,22068.91,N/A,22068.91,,,,FALSE,,,
